,annotations,candidates_holder,tweet_text,tweetid,tpstanford_candidates,fnstanford_candidates,fpstanford_candidates
2593,[],[],Maybe the fight I am most looking forward to at @GamebredFighter v @demianmaia ,2593,0,0,0
2594,['demian maia'],['demian maia'],Unprecedented. Reminder than Demian Maia has absorbed just 13 significant strikes over his past four fights combined. ,2594,1,0,0
2595,[],[],(@allelbows) Oh my. ,2595,0,0,0
2596,['masvidal'],[],Masivdal is one mean son of a b*tch. ,2596,0,1,0
2597,[],[],This will be a striking affair. I think that @GamebredFighter takes this. ,2597,0,0,0
2598,[],[],RT if @joannamma defends again at  tonight! ,2598,0,0,0
2599,"['brazil', 'linkin park']","['brazil', 'linkin park']",Brazil just discovered Linkin Park 🤔 ,2599,2,0,0
2600,['frankie'],['frankie'],Frankie is handling that BUSINESS ,2600,1,0,0
2601,[],[],"@BrendanSchaub Got the same,surely a title shot for whoever wins this ",2601,0,0,0
2602,['edgar'],['edgar'],Edgar raining down punches from top position with 30 seconds left in the first round ,2602,1,0,0
2603,[],[],MMAFightingWhat’s that noise? ,2603,0,0,0
2604,[],[],@FrankieEdgar literally mopped the mat with @panteraufc for two rounds! ,2604,0,0,0
2605,[],[],@julesk_fighter loving this @demianmaia walkout music ,2605,0,0,0
2606,[],[],@ Lower… Hope he wins tonight! ,2606,0,0,0
2607,[],[],has delivered. What a night!!! Holy cow! Two of them are title fights. Can't believe we still got three scraps left. ,2607,0,0,0
2608,"['yair rodriguez', 'frankie edgar']",['frankie edgar def. yair rodriguez'],"Yair Rodriguez via TKO (doctor stoppage) - Round 2, 5:00 … results: Frankie Edgar def. ",2608,0,2,1
2609,[],['dammmmmmmmme'],Dammmmmmmmme ,2609,0,0,1
2610,"['jacare souza', 'maia']",[],Please don't pull off a Jacare Souza. Come on Maia!!! ,2610,0,2,0
2611,[],[],@demianmaia here we go! ,2611,0,0,0
2612,"['bev hills', 'bobby ryan', 'kendrick lamar']","['kendrick lamar damn! bev hills', 'bobby ryan...']",Bev Hills Cops Love Me    Bobby Ryan... Kendrick Lamar Damn! ,2612,0,3,2
2613,"['masvidal', 'maia']",['masvidal'],I want to watch Masvidal tap Let's go Maia! ,2613,1,1,0
2614,"['bjj', 'maia']",['maia'],I expect a great display of BJJ by Maia ,2614,1,1,0
2615,"['yair rodriguez', 'frankie edgar']","['yair rodriguez', ""frankie edgar's""]",Yair Rodriguez left eye swollen shut from Frankie Edgar's punishing strikes via elbows and jabs. ,2615,1,1,1
2616,"['maia', 'masvidal']",['maia'],Hope Maia wins but I can see a Masvidal KO hope I'm wrong ,2616,1,1,0
2617,"['mississippi mean', 'jason knight']",['jason knight'],"""Mississippi Mean"" indeed. Seeks the finish non stop. This dude Jason Knight proves to be must see TV yet again. ",2617,1,1,0
2618,['bruce buffer'],['bruce buffer'],Bruce Buffer looking like the plug in the 80s with that blazer ,2618,1,0,0
2619,"['frankie', 'yair']","['yair', 'frankie']",Mishandling of a l… Out of ALL the 45ers in the world Frankie is his worst match up. Yair will be the champ one day. ,2619,2,0,0
2620,['alvarez'],['alvarez'],Seeing Alvarez survive that exchange really puts @TheNotoriousMMA left hand into perspective. ,2620,1,0,0
2621,[],[],He’s schooling the young buck right now. MMAFightingEdgar 10-9 in the second and 20-17 overall. ,2621,0,0,0
2622,"['masvidal', 'maia']",[],Masvidal - 32% Maia - 68% Fan Poll results as of writing this: ,2622,0,2,0
2623,['frankie edgar'],['frankie edgar'],Frankie Edgar gets another big win The fight has been stopped by ringside doctors. And that's it! ,2623,1,0,0
2624,['rodriguez'],['rodriguez'],My God Rodriguez eye.... Ouch ,2624,1,0,0
2625,"['ufc', 'maia']","['ufc', 'maia']",This fight is basically UFC trying to put a hit out on Maia ,2625,2,0,0
2626,"['masvidal', '', 'maia']","['maia', 'masvidal']",Masvidal has nearly 80% takedown defense. Only been hit 14 times in last FOUR fights. Maia has single leg of doom. ,2626,2,1,0
2627,[],[],@BloodyElbow @ufc if @GamebredFighter gets taken down its over until itz standing the fight is on but he will be taken down ,2627,0,0,0
2628,"['stipe', 'jj', 'maia', 'edgar', 'eddie']",[],"Gonna try stay up for this… Great card for @ufc  I'm going with Stipe, JJ, Maia, Edgar, Eddie - who you got? ",2628,0,5,0
2629,['maia'],[],Let's put a stop to this clowns run. Come on Maia. ,2629,0,1,0
2630,['maia'],['maia'],"Maia all day, every day! ",2630,1,0,0
2631,"['masvidal', 'scarface']",['masvidal'],Ok that's quite legendary to be fair 😂👍🏻 Masvidal came out to the theme from Scarface?! ,2631,1,1,0
2632,['ufc'],[],"Who has the first? So, @demianmaia has the 2nd most submission victories in UFC history. ",2632,0,1,0
2633,"['masvidal', 'scarface']",['masvidal'],Masvidal coming out to the scarface theme song 🔥 ,2633,1,1,0
2634,[],[],🔥🔥🔥🔥🔥🔥🔥 IS. CARD. THIS. ,2634,0,0,0
2635,[],['daniel'],@dc_mma @ufc Awesome commentator! Great champion. Great talent and heart. Have I ever mentioned I love Daniel Cormier? ,2635,0,0,1
2636,[],[],😂😂😂 I LOVE it! My god this is horrific! ,2636,0,0,0
2637,['maia'],['maia'],Maia going to choke him unconscious ,2637,1,0,0
2638,['maia'],[],"...and Maia with such a classic walk out song, such a legend! ",2638,0,1,0
2639,[],[],Win this and no one can deny you the title shot anymore! @demianmaia come on champ! ,2639,0,0,0
2640,[],[],I still think @GamebredFighter &amp; @sergiopettis  are the same person lol   @MMALatestNws @TommyToeHold @MMAFighting ,2640,0,0,0
2641,[],[],Let's go @GamebredFighter!! ,2641,0,0,0
2642,"['masvidal', 'maia']",['masvidal'],Which means Masvidal is about to mess him up. I'm super confident in Maia here. ,2642,1,1,0
2643,[],[],Let's go mia for my 3-0! 2-0 for ! ,2643,0,0,0
2644,"['joe silva', 'july']",['joe silva'],Well deserved for sure! Matchmaker Joe Silva will be inducted into the  HOF this July. ,2644,1,1,0
2645,[],[],I'm super grateful to have been styled by  for this specia… Headed to @rivolis to watch ,2645,0,0,0
2646,[],[],it's quase time ,2646,0,0,0
2647,[],[],"What would your walk-in choon be, guys? ",2647,0,0,0
2648,"['cnn', 'hrc', 'dnc']","['cnn', 'hrc']",I do. Remember when CNN colluded with HRC and the DNC? ,2648,2,1,0
2649,[],[],🤔🤔🤔.....hard choice ,2649,0,0,0
2650,"['maia', 'linkin park', 'numb']","['maia', 'linkin']",Maia coming out to Linkin Park's - Numb ,2650,1,2,1
2651,['fitch'],['fitch'],what's really funny @dc_mma was how mad Fitch was that someone took him down and held him down ,2651,1,0,0
2652,[],[],These NUGGETS! ,2652,0,0,0
2653,['maia'],[],LETS GO MAIA! ,2653,0,1,0
2654,"['linkin park', 'maia']",['linkin'],Yeah I don't know if I can do that now Then he had to walk out to Linkin Park. I was cheering for Maia tonight. Welp. ,2654,0,2,1
2655,[],[],This is going to be some fight! ,2655,0,0,0
2656,"['masvidal', 'shadow boxing']",['masvidal'],I love that Masvidal doesn't even try to play to the cameras when shadowboxing ,2656,1,1,0
2657,[],[],"Now that I've talked shit to @eugeneSrobinson, @GamebredFighter has a jinx working in his favor. ",2657,0,0,0
2658,[],[],@FrankieEdgar is one impressive fighter ,2658,0,0,0
2659,[],[],@GamebredFighter wins the battle of walk out music. ,2659,0,0,0
2660,"['maia', 'numb']",['maia'],Props to Maia for walking out to Numb ,2660,1,1,0
2661,[],[],Crowd reaction says it all ,2661,0,0,0
2662,[],[],And always brings it! He's humble. Dude is a beast. @FrankieEdgar will always be the fan's favorite. ,2662,0,0,0
2663,"['masvidal', 'scarface']",['masvidal'],Aaaahahahaha Masvidal coming out to the Scarface theme. ,2663,1,1,0
2664,"['masvidal', 'maia', 'numb']","['masvidal', 'maia']",I pick Masvidal to win big here because Maia has Numb as his walkout song. ,2664,2,1,0
2665,['maia'],['maia'],@MeganA_mma I'm a huge Maia fan but I'm nervous for sure. ,2665,1,0,0
2666,"['ufc', 'maia', 'linkin park']","['ufc', 'maia', 'linkin park.']",UFC hates Maia so much they make him walk out to Linkin Park. ,2666,2,1,1
2667,['maia'],[],I'm leaning Maia tho. I'll be sad no matter who wins. I like both of these guys. ,2667,0,1,0
2668,[],[],😷😳 Fuck sake man!!! ,2668,0,0,0
2669,"['masvidal', 'scarface']",['masvidal'],Masvidal walking out to the Scarface theme music ,2669,1,1,0
2670,[],[],Post Fight Interview with @DavidcBranchMMA ,2670,0,0,0
2671,[],[],Let's do diiiiiiz @demianmaia ! Oh yes. ,2671,0,0,0
2672,[],[],The timeline goes to shit when no sports are on....I'm watching  though 👍👊 ,2672,0,0,0
2673,"['demian maia', 'linkin park']","['demian maia', 'linking park']",Dunno why but Demian Maia coming out to Linking Park is hilarious ,2673,1,1,1
2674,['yair'],['yair'],@ufc I didn't go to the beach with my fam bc i was hoping Yair would win the fight 😫 ,2674,1,0,0
2675,[],[],Rooting for ,2675,0,0,0
2676,"['ufc', 'demian maia']","['ufc', 'demian maia.']",There may be no fighter on the UFC roster I'm more unabashedly rooting for than Demian Maia. ,2676,1,1,1
2677,[],[],Crap... ,2677,0,0,0
2678,[],[],😳  @FrankieEdgar congrats! ,2678,0,0,0
2679,['joe silva'],['joe silva'],CONGRATS JOE SILVA on the Hall of Fame @ufc ,2679,1,0,0
2680,['edgar'],['edgar'],Edgar just messed him up ,2680,1,0,0
2681,['maia'],['maia'],Maia finna lose ,2681,1,0,0
2682,"['maia', 'numb', 'linkin park']","['maia', 'linkin park']","Maia is awesome, but walking out to Numb by Linkin Park is not. ",2682,2,1,0
2683,['maia'],[],The epitome of a martial arts master. It's a joy to watch Maia. ,2683,0,1,0
2684,"['ufc', 'edgar', 'rodriguez']","['edgar', 'rodriguez']",Wow TV  UFC 211 Live   Stream Edgar vs.  Rodriguez      Get Your Link ,2684,2,1,0
2685,[],[],"Gatekeeper doin his thing, that eye though ",2685,0,0,0
2686,"['ufc', 'frankie', 'mcgregor']","['ufc', 'frankie']",The fight the UFC never wanted was Frankie vs McGregor.. it would have been interesting to see. ,2686,2,1,0
2687,[],[],@danawhite bout to be $200K richer if  loses tonight? ,2687,0,0,0
2688,[],[],God damn this is a good card. ,2688,0,0,0
2689,['dc'],[],DC is awesome! ,2689,0,1,0
2690,"['yair', 'yair rodriguez']",['yair rodriguez'],(doctor stoppage end of Rd 2/Yair eye swollen shut) results: @FrankieEdgar stops Yair Rodriguez via TKO at (5:00) of Rd 2. ,2690,1,1,0
2691,"['nc', 'dq']",[],That's bullshit it shouldn't be a NC he should have got DQ ,2691,0,2,0
2692,"['masvidal', 'edgar', 'yair']","['yair', 'edgar', 'masvidal']",Now let's go Masvidal ! Edgar is just too dominant. Sucks to see Yair lose like that. ,2692,3,0,0
2693,['uber'],[],"To accept, use code 'jesusn919ue' to sign up. I'm giving you $5 off each of your first 4 Uber rides. ",2693,0,1,0
2694,[],[],Can we please get this guy a title shot @demianmaia ,2694,0,0,0
2695,"['frankie edgar', 'yair']",['frankie edgar'],Frankie Edgar had The Answer How do you deal with Yair's style? ,2695,1,1,0
2696,"['maia', 'linkin park']","['maia', 'linkin park.']",I feel like Maia didn't respond to the email requesting walkout songs and got stuck with Linkin Park. ,2696,1,1,1
2697,[],[],"Us handicappers shy away from nepotism and cronyism, @eugeneSrobinson. ",2697,0,0,0
2698,['scarface'],[],Now I wanna watch Scarface. ,2698,0,1,0
2699,[],[],@FrankieEdgar | 🐐 GOAT QUOTE 🐐 ,2699,0,0,0
2700,[],[],"Before tonight's  main event, take one last look at who fellow @ufc fighters are picking in @stipemiocicufc vs. @junior_cigano. ",2700,0,0,0
2701,['frankie'],[],Knock this kid out! Let's go Frankie!!!! ,2701,0,1,0
2702,"['yair', 'frankie edgar']","['yair', 'frankie edgar?']","Yair has championship potential, but is he ready to beat someone like Frankie Edgar? Terrific fight here. ",2702,1,1,1
2703,['lp'],[],@demianmaia coming out to a LP Song when @LIKINPARK_ was actually good. ,2703,0,1,0
2704,['rocky balboa'],[],@FrankieEdgar is a real life rocky balboa and an absolute legend ,2704,0,1,0
2705,['maia'],"['maia', 'linkin narc? ruh']",Ruh roh! Maia coming out to Linkin Narc? ,2705,1,0,1
2706,['frankie'],['frankie'],Let's get this Frankie ,2706,1,0,0
2707,"['demian maia', 'linkin park']","['demian', 'linkin']",Demian maia walking out to Linkin park!! ,2707,0,2,2
2708,"['demian maia', 'jorge ""gamebread"" masvidal']","['demian maia', 'jorge ""gamebred"" masvidal']","Let's see! I honestly don't know how this fight will end! Demian Maia vs. Jorge ""Gamebred"" Masvidal is going to be SO interesting! ",2708,1,1,1
2709,"['edgar', 'mmafighting']",['edgar'],"Edgar by TKO, doctor’s stoppage. MMAFightingThe fight is over. ",2709,1,1,0
2710,[],[],"Great fight while it lasted. No contest or not, lets hope those two get something from @ufc for that performance. ",2710,0,0,0
2711,[],[],We see you @ALIAQUINTA 😂 ,2711,0,0,0
2712,['frankie'],['lol frankie'],Lol Frankie destroying him atm ,2712,0,1,1
2713,"['joe silva', 'ufc hall of fame', 'ufc']","['joe silva', 'ufc hall of fame.']","That's a tough job, pulled 100 different ways daily. Cool that matchmaker Joe Silva will be inducted into the UFC Hall of Fame. ",2713,1,2,1
2714,['demian maia'],['demian maia'],Demian Maia is so enjoyable to watch ,2714,1,0,0
2715,['yair'],['yair'],Yair didnt stand a chance. Damn. ,2715,1,0,0
2716,"['edgar', 'maia']","['edgar', 'maia']",Total mauling  Edgar schooled the young buck I think Maia bout to do the same ting . ,2716,2,0,0
2717,"['scarface', 'masvidal', 'maia']","['maia', 'masvidal.']",But the Scarface music is definitely a cool touch from Masvidal. I got Maia right here. ,2717,1,2,1
2718,"['jones', 'dc']",['jones'],"hope Jones destroys him in their rematch Ugh, DC's voice and personality annoys me. ",2718,1,1,0
2719,['maia'],['maia'],Says a lot for his confidence. Ballsy move for Maia taking this fight. ,2719,1,0,0
2720,['yair rodriguez'],['yair rodriguez'],Yair Rodriguez after 15minutes ,2720,1,0,0
2721,"['chase sherman', 'rashad coulter']","['chase sherman', 'rashad coulter']",Chase Sherman vs Rashad Coulter !! WHAT A FIGHT!!! OMFG!!! ,2721,2,0,0
2722,['maia'],[],🇧🇷 Let's go Maia! ,2722,0,1,0
2723,[],[],I am in my happy place . Nice cold brewskis  and combat sports. ,2723,0,0,0
2724,"['joe-jitsu', 'maia', 'bjj']",['maia'],"Ok, Joe-Jitsu, we know Maia is great at BJJ, just relax. ",2724,1,2,0
2725,[],[],"@GamebredFighter is the epitome of the overused term ""gangster"" ",2725,0,0,0
2726,[],[],Plz shut her up! Whats up with the screaming lady in the audience? ,2726,0,0,0
2727,"['linkin park', 'linkin park', 'linkin park']",[],And the OLD Linkin Park. Linkin Park. Linkin Park? ,2727,0,3,0
